NID,Source,floors_no,socio_eco,label,has_image,has_tabular,in_dataset_1,in_dataset_2,split,is_augmented,is_undersampled
Dar_dBzeoA2PtVKb4GgYq5b2Mk,Dar,2.0,Minority low-income zone,1935-1955,True,True,True,True,train,False,False
Dar_TsQAzfVdJce6QYkrnovcRL,Dar,5.0,Minority low-income zone,1935-1955,True,True,True,True,train,False,False
Dar_4mTHBGK2cdSTM3Was5d5hF,Dar,,,post1990,False,False,False,False,val,False,False
Dar_fpcqTgn8LJt9Aq8uecP99N,Dar,11.0,Minority low-income zone,post1990,True,True,True,True,train,False,False
Dar_VyHLjQxCgAEXbMAVNnJtME,Dar,6.0,Minority low-income zone,1935-1955,True,True,True,True,test,False,True
Dar_NwPDxEvWkBQk3zCSSStoa2,Dar,,Approximately 50% low-income zone,1935-1955,True,False,False,True,train,False,False
Dar_VasXADYAen3fyjUeMNmHZK,Dar,,Approximately 50% low-income zone,1972-1990,True,False,False,True,val,False,False
Dar_5b8M35yu7gYndvubQVhsc6,Dar,3.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
Dar_oYBRFeS5EWVpMfnuVXvJXv,Dar,,Approximately 50% low-income zone,1956-1971,True,False,False,True,train,False,False
Dar_njBysoyn6AqShazQsqgujP,Dar,,Approximately 50% low-income zone,post1990,True,False,False,True,train,False,False
Dar_dDtPkTMcirvqVupPtmyTGQ,Dar,,Approximately 50% low-income zone,post1990,True,False,False,True,train,False,False
Dar_CBzYRY3ah2yhT5ccVGTFCG,Dar,,Approximately 50% low-income zone,pre1935,False,False,False,False,train,False,False
Dar_9X55bmmWyvoMpGEumm6Lge,Dar,,Approximately 50% low-income zone,1956-1971,True,False,False,True,train,False,False
Dar_8F22Nadmx6MmQqwcNJHU9s,Dar,,Approximately 50% low-income zone,1956-1971,True,False,False,True,train,False,False
Dar_K6VRKxxvZKqSPcwRNfMG9e,Dar,,Approximately 50% low-income zone,post1990,True,False,False,True,train,False,False
Dar_W4qFbN88DiBCBDJW8DGxvB,Dar,,Approximately 50% low-income zone,1972-1990,True,False,False,True,train,False,False
Dar_7wkBq8jNZPDKnDJJsK5Y4J,Dar,,Approximately 50% low-income zone,post1990,True,False,False,True,val,False,False
Dar_hSkS4Z4ddUzPMkrYFXYgor,Dar,,Approximately 50% low-income zone,1935-1955,True,False,False,True,train,False,False
Dar_L9sRP6X2J8ETRyA2wNLHaB,Dar,8.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_cePS7deiahFxKuY9Qe5YGr,Dar,6.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_ZbmbnEWzjP7nbC4HHCLG4Z,Dar,5.0,Majority low-income zone,1935-1955,True,True,True,True,train,False,False
Dar_6qCxWbmWGHSZnq6iMjor58,Dar,4.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_3QkaietaqQGXZAdEsE5vqj,Dar,8.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_3WDwy4uXy7Wwb8pnmmqxPc,Dar,7.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_AFTyvR2RAhpoDnhvrLuagr,Dar,10.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_admZjKFSVEjQbGeX6Bcdsx,Dar,1.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
Dar_b7cRKFrAwZYVsYgpkvrvCV,Dar,9.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,test,False,False
Dar_esUaGJH6QBEFzp7zhq9Axg,Dar,3.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,False
Dar_VU3NEiqoy8pmMhb28EVmfM,Dar,10.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
Dar_h6Qz5XqRqAU7p3q2N6NWxi,Dar,4.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,False,False
Dar_gucon3mkWCi5JbzFiwx3rT,Dar,11.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,True
Dar_TumBPWibdqisjYNaEPd9p2,Dar,8.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_9zeqrMA24VJyg9u7gGtkjJ,Dar,3.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,False
Dar_fhkALcce6TpknwQq3eDnqx,Dar,2.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
Dar_mEAuRi8kLLky4aJSsBogqq,Dar,11.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,test,False,False
Dar_NutQjAFhogvf7AtvHc35xX,Dar,9.0,Majority low-income zone,post1990,True,True,True,True,test,False,False
Dar_PbTsuHh3iLGERhj9wp6bet,Dar,6.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
Dar_ZiaV8XKvuZegfeZH9je4Wa,Dar,8.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,train,False,False
Dar_P2wZwirKieLagq5p8SUZ3e,Dar,11.0,Majority low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_E2SwHChKVXP6jcNiWaG9TH,Dar,2.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,False,False
Dar_hTsCaQKtJ96U4sNJP6qSyp,Dar,11.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_4y5rGJvrz6TeKwLBFG7qnk,Dar,11.0,Majority low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_2h9Tax9wtYxwtgxywHyRwF,Dar,7.0,Majority low-income zone,1935-1955,True,True,True,True,train,False,False
Dar_YkWTZ9MDRUWhkfTPYaYS7u,Dar,7.0,Majority low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_832djA3Laomh2Dm9CzTFKC,Dar,8.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,test,False,False
Dar_gz3CmCtAPidfFiPDVnJ85t,Dar,5.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
Dar_fxAGUjeFMxRdUWrrtUBpZL,Dar,10.0,Majority low-income zone,1956-1971,True,True,True,True,test,False,False
Dar_cjxUEHVGQi35fnLoRjTdtz,Dar,3.0,Majority low-income zone,1935-1955,True,True,True,True,test,False,True
Dar_fV9SrTyDs79WJD4KYUEoqu,Dar,9.0,Majority low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_Y5kxYrxrnenkz5H4jJMa2G,Dar,8.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_ToAPxVsiuhoiE73W36bjxH,Dar,3.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
Dar_eFrNLgQvM8rZiVkwuWJGYf,Dar,13.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,train,False,False
Dar_85afSEJaX8qBPZvTHjjAN9,Dar,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,test,False,False
Dar_9xinzT3mzTrtibqYkNAooi,Dar,3.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
Dar_FWE8dwPBKGPeiJTUTcPyWP,Dar,3.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
Dar_hwrw94noVX5qeYpmHdBh5S,Dar,3.0,Approximately 50% low-income zone,pre1935,False,True,False,False,train,False,False
Dar_VbMYsNfnxd2TTfPQs3y9No,Dar,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,val,False,False
Dar_TwzwdBejRdRkt25LsMPr5z,Dar,11.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,train,False,False
Dar_L9drLFUQorEffHhWpbwRNR,Dar,6.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_cENy4Zw63fhdypFBHzMRCu,Dar,10.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,test,False,False
Dar_YbNWVScL4VUJZ7frqqyRh4,Dar,5.0,Majority low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_XhTqYef53MXK7wjsr2tPKu,Dar,3.0,Majority low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_by5jnK243bUie8EDQRWYyt,Dar,10.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
Dar_ARjGVxuP8hNpaht6T48Tpp,Dar,8.0,Majority low-income zone,1972-1990,True,True,True,True,train,False,False
Dar_JcKUgQRGMCj6GnDprvwMqJ,Dar,13.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
Dar_7XxJ9Q4SQYmXrtzzmvKATx,Dar,3.0,Majority low-income zone,pre1935,True,True,True,True,train,False,False
Dar_cYG7n5RFsta4sTk4DKiirn,Dar,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,False,False
Dar_CWgTGuuoe3ArQ8mLGQHPqe,Dar,8.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_CqEkzTa6HVBSH2jsVwGXUS,Dar,4.0,Approximately 50% low-income zone,1935-1955,False,True,False,False,val,False,False
Dar_k8UH5b7zQSmuvMAcSF5jQk,Dar,6.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_2pL4kYQ8Guigf4r37M64kk,Dar,12.0,Approximately 50% low-income zone,post1990,True,True,True,True,val,False,False
Dar_XmCDPsCSU26Co3WNjfvUC9,Dar,8.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,test,False,False
Dar_Q83nt5Uj7CEeJBUEzcsXi2,Dar,7.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_4jPwgZs35RMS7mkb82yiCu,Dar,7.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,test,False,False
Dar_Pd6GBDZkdUXQfraiTBP4H6,Dar,4.0,Approximately 50% low-income zone,pre1935,True,True,True,True,test,False,False
Dar_WFj9pG4a6cN9L6kEPYkePr,Dar,13.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
Dar_NfUezqebmcZ5ePmYb9yTud,Dar,11.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_MvX2nyNMXdf463pWfyHENF,Dar,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,False,False
Dar_M52dYQ5AC9eyjewT4FrK4o,Dar,5.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_ApEqjmA4pnhZSXKf2JvprH,Dar,4.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,True
Dar_PLNhrtnKBi3hSPdAdTFw9T,Dar,7.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,val,False,False
Dar_LVo7tA5kiP5rQ9n3a2qWNu,Dar,6.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_UURvfQUkqFsVjjqHDNxRQV,Dar,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,False,False
Dar_hvVJg5v5XmUywuq3RcLRN5,Dar,7.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_HsmRASMn6zTXkadncR8S3F,Dar,8.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,test,False,False
Dar_npKcH6GrSkfZieNnCbtzqn,Dar,9.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,test,False,False
Dar_YRWZryrUjxU8ob8EczukH7,Dar,5.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_aBFLDaFF7MAB5jdZ36nYyk,Dar,12.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_QpacWAcKc2dBxJyhKCrGo4,Dar,10.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_LNC9ZhDDNztSFsnrf83e7B,Dar,11.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_hoWha8LWS2b4MQK3sjqDTP,Dar,7.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,False
Dar_CButX7nFLBrKnRX7PJyUKm,Dar,9.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,test,False,False
Dar_aF5QrFgQCrAcYLBtgCnFfc,Dar,16.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,False
Dar_BHqp7eLUdqnUw2ewng4qwZ,Dar,5.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
Dar_GphkTVKBNGoSLsPKZD3Wr7,Dar,11.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,train,False,False
Dar_TKeGzb9J7z4mxDaMt8pAbF,Dar,8.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,test,False,False
Dar_DYvYej4M2xKRhmu3grwyCA,Dar,2.0,Approximately 50% low-income zone,1935-1955,False,True,False,False,val,False,False
Dar_UPUd4c7hUMYUJcepC75Jwj,Dar,5.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_k7mVcFxqyMb3GBw4cyKEbo,Dar,12.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,train,False,False
Dar_hCB4mdKSwHR7kT4Fss4F3P,Dar,6.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_4WupUC5NAjd95E9JZMzApJ,Dar,5.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_iNnYzh4ywfKyGquRwbb9pN,Dar,8.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,val,False,False
Dar_etN2niep3etw5g6oG3PPCv,Dar,9.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,True
Dar_RDmvzn8nADiBfPP22LXT4a,Dar,12.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,False
Dar_8HB5rCtxFpzDrawEgPoziK,Dar,5.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_3FtiwsZ4rQ28PvdAkAY2Ws,Dar,4.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,val,False,False
Dar_hiFrVx7kuJkmVpcTcWyZ9r,Dar,5.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,False,False
Dar_3TGgZBtM2sCWSUuzvaWb66,Dar,4.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_ePsKTgKtrbzTWxShDLZ2XX,Dar,7.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_8pmNh8csq2qxRfnU5keYxn,Dar,6.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_HFhDBprL6QFdDpcLcAfb2k,Dar,5.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,False
Dar_j4AhamUr98xVnt6korRi5o,Dar,10.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,test,False,False
Dar_WNiXNVNNvERaALXokKapys,Dar,10.0,Approximately 50% low-income zone,post1990,True,True,True,True,val,False,False
Dar_nYPXB8rxThF5bBfuF7sFnC,Dar,12.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,False
Dar_BnS8d4eNJCrieAovdYNVdx,Dar,9.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_VHdnJaff9vHwXZhMo92xuV,Dar,8.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_Ue3WqvPupxKmN4mYqDRP6o,Dar,9.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,train,False,False
Dar_nwZZpYKVX3QDSF7qmpyhqB,Dar,7.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,test,False,False
Dar_o49uZrvEdMxRdUrHug4qNk,Dar,13.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,True
Dar_eFansfrSCgacrYyF4sNey5,Dar,6.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,True
Dar_X4WmLUgs78KhizNLPuby39,Dar,3.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,val,False,False
Dar_6hgU2xSzPHBenDSeH5L6Yi,Dar,9.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,test,False,False
Dar_cB9heVERW7G5BMnDKKDCzv,Dar,6.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_6dSh2Czfd5KJpZcQYBRXSD,Dar,3.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,False
Dar_QcfNjYnxAoTMVKRpAwEvUD,Dar,10.0,Majority low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_M7iT45hgumdjWDXiuEzucx,Dar,8.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,True
Dar_EzdhDKkb87JNakfStVC47t,Dar,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,False,False
Dar_CTShrHVxCfMnGvu55Mruyu,Dar,7.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,val,False,False
Dar_YQCTH2WN5ZxjXRNKxtFYfM,Dar,7.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_Dojz5xA8kjfa7KYyFk7Avr,Dar,4.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,True
Dar_4PU4JAAJJGcuPU6ntob6kQ,Dar,3.0,Approximately 50% low-income zone,pre1935,True,True,True,True,val,False,False
Dar_D4bDtXCCHdMnYfRsmG8JY4,Dar,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,False,False
Dar_TbtdSwoiJ88Vu8jjh9o7oi,Dar,14.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
Dar_9CubeyB3kQgjW4PDNSTGnT,Dar,9.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_M2unkvrhZU2NrXXHgNx62v,Dar,2.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
Dar_FBskspSxRmdV9dDxP5D2Hh,Dar,12.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
Dar_6tB8bmx2noDKRMMHAdx39s,Dar,8.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,train,False,False
Dar_fmxgWJSp9jGcTJL7gmeRF6,Dar,13.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
Dar_8GZp2ECqLnSicEnm3GT48D,Dar,7.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,test,False,False
Dar_X8kgx5Qr84doX5t3XVfprk,Dar,7.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,val,False,False
Dar_W6yuP554c6tnSPcDSvwLvH,Dar,7.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,test,False,False
Dar_cVFhYeP5TptKnbqrZ5FBQz,Dar,9.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,val,False,False
Dar_MaUmN8EN7Rw4sYQE49Tv3w,Dar,4.0,Majority low-income zone,1935-1955,True,True,True,True,train,False,False
Dar_VadLst6Zu6iedBU6F4kMKq,Dar,2.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
Dar_cYXwsCiPSBf99f5apJfpaS,Dar,8.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_UweLfGeFMhQbonGWurc5oe,Dar,10.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,False
Dar_83KBWZjcPARxQKnLuPhbfa,Dar,2.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
Dar_GaWiBwdfvFuYx7JKZpcxPy,Dar,7.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,train,False,False
Dar_3rFd9u7WNCiA55kmFFvhLD,Dar,5.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
Dar_Ar5xiKzHoDMdAdzxxg4yRq,Dar,3.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
Dar_KEqarFw5oJLCTUW6D7K5XA,Dar,2.0,Majority low-income zone,pre1935,False,True,False,False,train,False,False
Dar_f3YEcKM7BGCwFL963YfKBx,Dar,3.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,val,False,False
Dar_YnBMrZFLLhEL8us8e4jTvT,Dar,13.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
Dar_VbUFhMhm3tWvUacNhFrZTZ,Dar,7.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_6Fgr3mG58B9qFvnZvi5Wfe,Dar,3.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,False
Dar_55NobUyUMdA6TKjP5bXLkK,Dar,7.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,False
Dar_JwXfyfWiWVTnvn5xKCTpZk,Dar,8.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_L7xsrPs4SQ7NyYxCpGCGqs,Dar,2.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
Dar_6TWJtAERo9pn2WJseG8AeS,Dar,8.0,Approximately 50% low-income zone,1956-1971,False,True,False,False,train,False,False
Dar_HqZxL7zkMwSmGd7FiTMmyL,Dar,8.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,train,False,False
Dar_ZDKt6Ct87QBbf8S2ncZuT3,Dar,7.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_b3skdVJHztqRf9eWkWaee8,Dar,8.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,test,False,False
Dar_oWtmNYqEnF4eTmepAdNW5p,Dar,3.0,Majority low-income zone,1935-1955,False,True,False,False,train,False,False
Dar_gUzWQnmBxb484VzeXua2Lo,Dar,2.0,Approximately 50% low-income zone,pre1935,True,True,True,True,train,False,False
Dar_jxZ9YXmq5xQhMpsjD9D2eW,Dar,11.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
Dar_VfWZ6xU4ycp9PpJ8jZ5CaG,Dar,2.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,train,False,False
Dar_3J5f6fbo2TH9tWmVauPzbe,Dar,9.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
Dar_EnMSkuJELmZBDxXThCW5QY,Dar,,Approximately 50% low-income zone,1935-1955,True,False,False,True,train,False,False
Dar_ML3DXkqNFQvsRGFC435QyL,Dar,4.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,True
Dar_XqSbq48ij6QH56TBd6GwFi,Dar,5.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,test,False,False
Dar_XT5dPUWbQtNEcugZZW6Cy6,Dar,7.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_YDQhGkUPaCpKcUwiGBJZy3,Dar,5.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,test,False,False
Dar_ZXypLcibXBVZPapL5FKa8C,Dar,5.0,Approximately 50% low-income zone,1935-1955,False,True,False,False,train,False,False
Dar_kbbG9GHfAFoZU4g73MTqLW,Dar,6.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,True
Dar_J5yFDqmARU2DYCywCxE59m,Dar,5.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,train,False,False
Dar_fYTW2UGQWrKEjnnL3sALe5,Dar,5.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,True
Dar_nqgsHWiK9JUWkP758mPCat,Dar,12.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,False
Dar_WDwPDfsxXQjEJN3gQ4NnhU,Dar,8.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,test,False,False
Dar_SQPWykSxsuiTk3n5JMPKmB,Dar,9.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,False
Dar_PsvQJvLAnhmSkcsUhCKHsb,Dar,11.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
Dar_mVWeTswA8kmBWtxgwFx3rQ,Dar,8.0,Approximately 50% low-income zone,1956-1971,True,True,True,True,val,False,False
Dar_hvHeLRqDWtFzRzeJwugeRm,Dar,5.0,Approximately 50% low-income zone,1935-1955,True,True,True,True,test,False,True
